postTime,msgFrom,title,link,desc
2016/12/13,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=885                            ,榆林市第一医院血液透析机招标公...
2016/10/24,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=881                            ,榆林市第一医院烧伤耗材招标
2016/08/16,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=869                            ,榆林市第一医院CCU设备招标公...
2016/07/15,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=862                            ,榆林市第一医院视频显像系统招标...
2016/06/17,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=858                            ,榆林市第一医院手术器械招标公告
2014/07/04,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=400                            ,榆林市第一医院口腔设备招标文件
2014/06/04,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=397                            ,榆林市第一医院医用氧招标文件
2014/05/20,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=394                            ,公示
2014/04/21,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=389                            ,榆林市第一医院部分印刷品招标通...
2014/01/17,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=782                            ,公示
2013/12/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=781                            ,放疗碳素体板招标
2013/12/13,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=780                            ,榆林市第一医院婴儿氧舱招标文件
2013/10/18,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=738                            ,就诊卡招标公示
2013/10/17,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=779                            ,榆林市第一医院招聘公告
2013/09/18,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=778                            ,消防设施维护保养招标公示
2013/08/05,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=777                            ,氧气采购招标公示
2013/06/29,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=776                            ,口腔科设备及配件招标
2013/06/24,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=775                            ,心电图机招标文件（国产）
2013/06/17,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=774                            ,医疗设备采购招标公示
2013/06/03,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=773                            ,医疗设备采购招标公示
2013/05/21,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=772                            ,胎儿脐血流监护仪招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=751                            ,3MP灰阶影像诊断显示器招标文...
2013/04/08,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=750                            ,纤维支气管镜招标文件
2013/04/08,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=749                            ,临时起搏器招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=748                            ,碳13呼气测定分析仪招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=747                            ,中医经络检测仪招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=746                            ,眼科设备招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=745                            ,心肺复苏仪招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=744                            ,神经电刺激仪招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=743                            ,男科工作站招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=742                            ,可视喉镜招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=741                            ,开颅动力系统（进口）招标文件
2013/03/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=740                            ,进口全自动除颤器招标文件
2013/01/15,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=737                            ,30立方低温液体储罐招标
2012/11/06,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=736                            ,远程会诊系统软硬件招标公告
2012/11/06,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=735                            ,远程会诊系统装修工程招标公告
2012/08/10,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=734                            ,移动式C型臂X射线成像系统招标
2012/08/06,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=732                            ,低温等离子体灭菌器招标文件
2012/07/12,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=730                            ,绥德院区住宅楼建设工程监理招标...
2015/08/03,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=791                            ,病案库房手动式移动密集架招标公...
2015/04/10,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=789                            ,榆林市第一医院医用液氧招标公告
2014/10/16,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=783                            ,榆林市第一医院医疗设备采购招标...
2014/08/09,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=413                            ,外科动力系统招标
2014/08/02,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=412                            ,儿科设备招标文件
2014/08/02,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=411                            ,外科动力系统招标文件
2014/07/25,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=408                            ,防护设备招标文件
2014/07/25,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=407                            ,儿科设备招标文件
2014/07/15,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=403                            ,榆林市第一医院拍卖公告
2012/06/18,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=728                            ,敏筛定量过敏源检测系统招标
2012/06/18,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=727                            ,膀胱功能障碍治疗仪招标
2012/06/18,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=724                            ,CPAP呼吸机招标
2012/06/08,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=723                            ,气压弹道碎石机招标
2012/06/08,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=722                            ,新生儿呼吸机招标
2012/06/08,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=721                            ,尿动力仪招标
2012/06/08,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=719                            ,眼科视光中心设备招标公告
2012/05/26,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=716                            ,超声骨密度仪招标公告
2013/05/21,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=771                            ,盆底康复治疗仪招标文件
2013/05/21,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=770                            ,胰岛素泵招标文件
2013/05/21,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=769                            ,结肠透析机招标文件
2013/05/21,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=768                            ,产后康复治疗仪招标文件
2013/05/16,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=767                            ,CT球管招标文件
2013/05/13,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=766                            ,榆林市第一医院医疗设备采购招标...
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=765                            ,自动染色机招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=764                            ,厌氧培养箱招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=763                            ,输尿管细镜招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=762                            ,新生儿专用监护仪招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=761                            ,心脏标志物的检测招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=760                            ,显微镜招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=759                            ,脱水机招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=758                            ,吞咽功能障碍治疗仪招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=757                            ,糖尿病足筛查诊断箱招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=756                            ,生物阅读器招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=755                            ,神经血管治疗仪招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=753                            ,多头显微镜招标文件
2013/04/14,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=752                            ,多功能监护仪招标文件
2015/10/19,榆林市第一医院,通知公告-榆林市第一医院,http://www.ylsdyyy.com/index.php?m=Index&a=read&sort=notice&id=809                            ,榆林市第一医院呼吸机招标公告
