postTime,msgFrom,title,link,desc
2016/06/27,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1229,安康市中心医院模拟人询价公告
2016/05/16,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1183,安康市中心医院遥测心电盒单一来源采购公告
2016/05/16,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1182,安康市中心医院内镜送水泵单一来源采购公告
2016/05/16,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1184,安康市中心医院关于组织采购医院评审培训辅导项目公示
2016/05/16,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1185,安康市中心医院（北院区）手术器械询价公告
2016/05/11,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1180,安康市中心医院关于LIS系统升级的询价公告
2016/04/18,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1159,安康市中心医院关于省医保结算软件维护费的询价公告
2016/04/18,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1158,安康市中心医院超声PACS改造工程询价公告
2015/10/13,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1042,关于骨科手术器械招标情况公告
2014/09/18,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=856,安康市中心医院医学装备招标采购流程
2017/01/11,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1428,安康市中心医院观片灯和低温冰箱询价公告
2016/12/28,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1433,安康市中心医院医学装备维修及配件项目单一来源采购论证意见公示
2016/12/22,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1435,安康市中心医院计量强制检定医疗设备检测项目单一来源采购论证表
2016/12/22,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1425,安康市中心医院医用耗材配送企业遴选公告
2016/12/21,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1423,安康市中心医院关于DSA保修采购项目竞争性磋商的补充公告
2016/12/21,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1424,安康市中心医院医学装备维修及配件项目单一来源采购论证意见公示
2016/12/19,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1419,安康市中心医院DSA保修采购项目竞争性磋商公告
2016/12/08,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1397,安康市中心医院药品配送(生产)企业遴选招标文件
2016/12/03,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1392,安康市中心医院医学装备维修及配件项目单一来源采购意见公示
2016/11/07,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1348,安康市中心医院医学装备维修及配件项目单一来源采购意见公示
2016/10/24,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1327,关于检验科抽血叫号系统的询价采购公告
2016/10/20,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1318,安康市中心医院江北院区创文美化工程及创建工作宣传栏询价公告
2016/10/14,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1312,安康市中心医院高压氧舱维修保养询价采购公告
2016/08/29,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1280,安康市中心医院医疗废物处置中心废气治理工程设计工作询价采购公告
2016/07/13,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1239,安康市中心医院关于二级反渗透纯化水设备的招标公告
2016/07/08,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1238,安康市中心医院医疗废物处置中心采购破碎机刀片询价公告
2016/06/28,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1231,安康市中心医院超声骨密度探头单一来源采购公告
2016/06/27,安康市中心医院,招标公告－安康市中心医院,http://www.akzxyy.com/news_info.asp?id=1230,安康市中心医院超声刀手柄连线单一来源采购公告
