postTime,msgFrom,title,link,desc
2016/06/21,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5431,洗涤公司废标公告
2016/06/21,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5430,配电室及药库办公室增加中央空调终端招标议标公告
2016/06/21,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5429,办公家具中标公告
2016/06/21,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5428,办公家具中标公告
2016/06/17,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5425,医疗设备招标议标公告
2016/06/16,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5424,液氦招标议标公告
2016/06/15,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5419,机房空调设备托管服务招标议标公告
2016/06/14,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5416,医疗设备二次招标议标公告
2016/06/07,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5412,办公家具招标议标公告
2016/06/07,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5411,洗涤公司招标议标公告
2016/06/07,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5410,印刷制品招标议标公告
2016/09/09,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5563,打印纸中标公告
2016/09/09,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5562,办公用品中标公告
2016/08/29,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5558,戒烟宣教多媒体LED平台中标公告
2016/08/26,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5554,免疫血清学离心机中标公告
2016/08/26,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5553,温度监控系统中标公告
2016/08/26,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5552,超声治疗仪中标公告
2016/08/22,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5551,戒烟宣教多媒体LED平台二次议标公告
2016/08/22,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5550,戒烟宣教多媒体LED平台废标公告
2016/08/22,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5549,足底动脉泵耗材中标公告
2016/08/22,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5548,心梗三项测试卡中标公告
2016/08/10,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5529,低价药品议价公示
2016/08/09,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5528,医疗设备温度监控系统招标议标三次公告
2016/08/09,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5527,医疗设备、耗材招标议标二次公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5525,办公家具中标变更公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5524,台式办公一体机电脑中标公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5523,工程造价咨询公司中标公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5522,激光打印机中标公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5521,半导体激光治疗仪中标公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5520,平推式票据打印机中标公告
2016/08/05,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5519,医用微波治疗仪中标公告
2016/08/03,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5517,☆招聘公告☆
2016/08/02,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5516,医疗设备、耗材招标议标公告
2016/08/02,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5515,总务科项目二次招标议标公告
2016/08/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5514,温热中频治疗仪续标公告
2016/08/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5513,全科治疗仪续标公告
2016/08/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5512,空气肢体压力治疗仪续标公告
2016/07/29,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5510,西安市第五医院金融合作单位中标公告
2016/07/26,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5506,医疗设备二次招标议标公告
2016/07/26,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5505,工程造价咨询公司二次招标议标公告
2016/07/22,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5504,总务科项目招标议标公告
2016/10/26,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5611,会议服务公司中标公告
2016/10/24,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5610,液氦续标公告
2016/10/20,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5606,更换可燃气体报警系统中标公告
2016/10/14,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5604,日杂用品中标公告
2016/10/14,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5603,清洁用品中标公告
2016/10/12,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5600,更换可燃气体报警系统招标议标公告
2016/10/11,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5586,药剂科中草药调剂室新增通风除尘设备议标公告
2016/10/11,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5585,会议服务公司招标议标公告
2016/10/11,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5584,花园地面塌陷维修工程议标公告
2010/05/17,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=3485,招标采购公告
2010/06/11,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=3484,招标采购公告
2010/06/11,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=3483,招标采购公告
2010/03/16,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=3482,招标采购公告
2016/06/06,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5409,医疗设备招标议标公告
2016/06/06,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5408,配电室及药库办公室增加中央空调终端招标议标公告
2016/07/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5473,无影灯中标公告
2016/07/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5472,空气肢体压力波招标议标公告
2016/07/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5471,空气肢体压力波废标公告
2016/07/01,西安市第五医院,通知公告  - 西安市第五医院,http://www.xadwyy.com/index.php?m=content&c=index&a=show&catid=376&id=5470,监护仪中标公告
